id,model_name,dataset,question,answer,ground_truth,prompt,human_verdict
2463,alpaca-7b,natural_questions,who is considered as architect of india constitution,Bhimrao Ramji Ambedkar,B. R. Ambedkar,"Please answer the following question given the following passages:
- Title: Dr. B.R. Ambedkar Open University
by the LAN facility. Dr. B.R. Ambedkar Open University Dr. B.R. Ambedkar Open University, also known as Telangana Open University, formerly Andhra Pradesh Open University, is a public university in the city of Hyderabad, Telangana, India. The university was established in August 1982 by Act of the State Legislature. It was inaugurated by the President of India. The Founder & First Vice Chancellor of the University was Prof. G. Ram Reddy. The University was renamed as ""Dr. B. R. Ambedkar Open University"" on 24 October 1991 after the Architect of the Indian Constitution Bhimrao Ramji Ambedkar on the occasion of
Question: who is considered as architect of india constitution
Answer: ",correct
2488,alpaca-7b,natural_questions,who starred in the movie summer of 42,"1971 American coming-of-age comedy-drama film based on the memoirs of screenwriter Herman Raucher (b. 1928). It tells the story of how Raucher, in his early teens on his 1942 summer vacation on Nantucket Island (off the coast of Cape Cod), embarks on a one-sided romance with a young woman, Dorothy, whose husband has gone off to fight in World War II. The film was directed by Robert Mulligan, and starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, Jennifer O'Neill as Dorothy, and Kevin Bacon as the town's minister.",Oliver Conant/Christopher Norris/Gary Grimes/Katherine Allentuck/Jennifer O'Neill/Jerry Houser/Robert Mulligan/Maureen Stapleton,"Please answer the following question given the following passages:
- Title: Summer of '42
Summer of '42 Summer of '42 is a 1971 American coming-of-age comedy-drama film based on the memoirs of screenwriter Herman Raucher (b. 1928). It tells the story of how Raucher, in his early teens on his 1942 summer vacation on Nantucket Island (off the coast of Cape Cod), embarks on a one-sided romance with a young woman, Dorothy, whose husband has gone off to fight in World War II. The film was directed by Robert Mulligan, and starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, Jennifer O'Neill as
Question: who starred in the movie summer of 42
Answer: ",correct
2532,alpaca-7b,natural_questions,how many walker texas ranger seasons are there,8,Eight/8,"Please answer the following question given the following passages:
- Title: Walker, Texas Ranger
Walker, Texas Ranger Walker, Texas Ranger is an American action crime television series created by Leslie Greif and Paul Haggis. It was inspired by the film ""Lone Wolf McQuade"", with both this series and that film starring Chuck Norris as a member of the Texas Ranger Division. The show aired on CBS in the spring of 1993, with the first season consisting of three pilot episodes. Eight full seasons followed with new episodes airing from September 25, 1993, to May 19, 2001, and reruns continuing on CBS until July 28, 2001. It has been broadcast in over 100 countries and
Question: how many walker texas ranger seasons are there
Answer: ",correct
2616,alpaca-7b,natural_questions,when was hitchhiker's guide to the galaxy made,The Hitchhiker's Guide to the Galaxy was made in 1978.,2005/1978,"Please answer the following question given the following passages:
- Title: The Hitchhiker's Guide to the Galaxy
The Hitchhiker's Guide to the Galaxy The Hitchhiker's Guide to the Galaxy (sometimes referred to as HG2G, HHGTTG or H2G2) is a comedy science fiction series created by Douglas Adams. Originally a radio comedy broadcast on BBC Radio 4 in 1978, it was later adapted to other formats, including stage shows, novels, comic books, a 1981 TV series, a 1984 video game, and 2005 feature film. A prominent series in British popular culture, ""The Hitchhiker's Guide to the Galaxy"" has become an international multi-media phenomenon; the novels are the most widely distributed, having been translated into more than 30 languages
Question: when was hitchhiker's guide to the galaxy made
Answer: ",correct
2690,alpaca-7b,natural_questions,when is dragon ball super episode 131 releasing,"Dragon Ball Super episode 131 will be released on January 26, 2020.","TBA/March 25, 2018","Please answer the following question given the following passages:
- Title: Fangbone!
world. ""Note"": episodes 1, 6, 12, 20 and 26 are full-episode stories instead of 2 stories per episode. The show premiered on Disney XD in the United States on July 5, 2016, and premiered on February 25, 2017 in Southeast Asia, and at unknown date in Taiwan and Latin America. On October 15, 2016, it first aired in Australia on ABC Me. In France, it first aired on Canal J on March 18, 2017. In the U.K., it started airing on CITV on April 3, 2017, In the Germany, it started airing on Super RTL on TBA. It has now
Question: when is dragon ball super episode 131 releasing
Answer: ",incorrect
2693,alpaca-7b,natural_questions,who wrote when a man loves a woman,Calvin Lewis and Andrew Wright,Calvin Lewis and Andrew Wright/Calvin Lewis/Percy Sledge/Andrew Wright,"Please answer the following question given the following passages:
- Title: When a Man Loves a Woman (song)
on the old ""Billboard"" Hot 100 charting system which relied on sales and airplay reports before switching over to Soundscan. Also, with the Percy Sledge original having reached number one previously, Bolton's version made it the seventh song in history to top the Hot 100 as recorded by multiple artists. When a Man Loves a Woman (song) ""When a Man Loves a Woman"" is a song written by Calvin Lewis and Andrew Wright and first recorded by Percy Sledge in 1966 at Norala Sound Studio in Sheffield, Alabama. It made number one on both the ""Billboard"" Hot 100 and R&B
Question: who wrote when a man loves a woman
Answer: ",correct
2762,alpaca-7b,natural_questions,who sings good night on the beatles white album,Ringo Starr,Ringo Starr,"Please answer the following question given the following passages:
- Title: Ringo Starr
appeared in interview segments with fellow drummer Keith Moon. Since the breakup of the Beatles, Starr has released 19 solo studio albums: Ringo Starr Sir Richard Starkey (born 7 July 1940), known professionally as Ringo Starr, is an English musician, singer, songwriter and actor who gained worldwide fame as the drummer for the Beatles. He occasionally sang lead vocals, usually for one song on an album, including ""With a Little Help from My Friends"", ""Yellow Submarine"", ""Good Night"", and their cover of ""Act Naturally"". He also wrote the Beatles' songs ""Don't Pass Me By"" and ""Octopus's Garden"", and is credited
Question: who sings good night on the beatles white album
Answer: ",correct
2789,alpaca-7b,natural_questions,what is the longest english word in the dictionary,1. Pneumonoultramicroscopicsilicovolcanoconiosis 2. Silicosis 3. Lunulitis 4. Tmesis 5. Hexaflexagon 6. Eponym 7. Eponymous 8. Eponymously 9. Eponymously 10. Eponymously 11. Eponymously 12. Eponymously 13. Eponymously 14. Eponymously 15. Eponymously 16. Eponymously 17. Eponymously 18. Eponymously 19. Eponymously 20. Eponymously 21. Eponymously 22. Eponymously 23. Eponymously 24. Eponymously 25. Eponymously 26. Eponymously 27. Eponymously 28. Eponymously 29. Eponymously 30. Eponymously 31. Eponymously 32. Eponymously 33. Eponymously 34. Eponymously 35. Eponymously 36. Eponymously 37. Eponymously 38. Eponymously 39. Eponymously 40. Eponymously 41. Eponymously 42. Eponymously 43. Eponymously 44. Eponymously 45. Eponymously 46. Eponymously 47. Eponymously 48. Eponymously 49. Eponymously 50. Eponymously 51. Eponymously 52. Eponymously 53. Eponymously 54. Eponymously 55. Eponymously 56. Eponymously 57. Eponymously 58. Eponymously 59. Eponymously 60. Eponymously 61. Eponymously 62. Eponymously 63,Methionylglutaminylarginyltyrosylglutamyl...serine/pneumonoultramicroscopicsilicovolcanoconiosis/Pneumonoultramicroscopicsilicovolcanoconiosis,"Please answer the following question given the following passages:
- Title: Pneumonoultramicroscopicsilicovolcanoconiosis
Pneumonoultramicroscopicsilicovolcanoconiosis Pneumonoultramicroscopicsilicovolcanoconiosis () is a word invented by the president of the National Puzzlers' League as a synonym for the disease known as silicosis. It is the longest word in the English language published in a dictionary, the ""Oxford English Dictionary"", which defines it as ""an artificial long word said to mean a lung disease caused by inhaling very fine ash and sand dust."" Silicosis is a form of occupational lung disease caused by inhalation of crystalline silica dust, and is marked by inflammation and scarring in the form of nodular lesions in the upper lobes of the lungs. It
Question: what is the longest english word in the dictionary
Answer: ",correct
2814,alpaca-7b,natural_questions,who played the jewish man in coming to america,James Earl Jones,Eddie Murphy,"Please answer the following question given the following passages:
- Title: Coming to America
Coming to America Coming to America is a 1988 American romantic comedy film directed by John Landis and based on a story originally created by Eddie Murphy, who also starred in the lead role. The film also co-stars Arsenio Hall, James Earl Jones, Shari Headley, and John Amos. The film was released in the United States on June 29, 1988. Eddie Murphy plays Akeem Joffer, the crown prince of the fictional African nation of Zamunda, who comes to the United States in the hopes of finding a woman he can marry. In 1989, a pilot for a planned spin-off TV
Question: who played the jewish man in coming to america
Answer: ",incorrect
2862,alpaca-7b,natural_questions,who has won the 2017 mens singles mutua madrid open tennis,2017 Mutua Madrid Open – Men's Singles,Rafael Nadal,"Please answer the following question given the following passages:
- Title: 2014 Mutua Madrid Open – Men's Singles
2014 Mutua Madrid Open – Men's Singles The 2014 Mutua Madrid Open – Men's Singles was the main men's event of the 2014 Mutua Madrid Open tennis tournament played in Madrid, Spain from 3 May through 11 May 2014. Rafael Nadal was the defending champion. Nadal became the first player who defended his Madrid title since the tournament inception in 2002 when Kei Nishikori retired in the final because of back injury. Nishikori was leading Nadal 6–2, 4–2, but Nishikori suffered a back injury in the 7th game, allowing Nadal to take the upper hand before ultimately retiring at 0–3
Question: who has won the 2017 mens singles mutua madrid open tennis
Answer: ",incorrect
2895,alpaca-7b,natural_questions,who said beware of the ides of march,"William Shakespeare's play ""Julius Caesar"", when Caesar is warned by the soothsayer to ""beware the Ides of March."" The Roman biographer Suetonius identifies the ""seer"" as a haruspex named Spurinna. Caesar's death was a closing event in the crisis of the Roman Republic, and triggered the civil war that would result in the rise to sole power of his adopted heir Octavian (later known as Augustus). Writing under Augustus, Ovid portrays the murder as a sacrilege, since Caesar was also the Pontifex Maximus of Rome and a priest of Vesta. On the fourth anniversary of Caesar's death in 40 BC,",the soothsayer/a seer/a haruspex named Spurinna,"Please answer the following question given the following passages:
- Title: Ides of March
William Shakespeare's play ""Julius Caesar"", when Caesar is warned by the soothsayer to ""beware the Ides of March."" The Roman biographer Suetonius identifies the ""seer"" as a haruspex named Spurinna. Caesar's death was a closing event in the crisis of the Roman Republic, and triggered the civil war that would result in the rise to sole power of his adopted heir Octavian (later known as Augustus). Writing under Augustus, Ovid portrays the murder as a sacrilege, since Caesar was also the Pontifex Maximus of Rome and a priest of Vesta. On the fourth anniversary of Caesar's death in 40 BC,
Question: who said beware of the ides of march
Answer: ",correct
2923,alpaca-7b,natural_questions,when was theme from a summer place released,1959,1960/1959/September 1959,"Please answer the following question given the following passages:
- Title: Theme from A Summer Place
versions, and has also appeared in a number of subsequent films and television programs. The best-known cover version of the theme is an instrumental version by Percy Faith and his orchestra that was a Number One hit for nine weeks on the ""Billboard"" Hot 100 chart in 1960. Percy Faith recorded the most popular version of the theme, an instrumental orchestral arrangement, at the Columbia 30th Street Studio in New York City. It was released in September 1959 as a single on Columbia Records, credited to ""Percy Faith and his Orchestra,"" prior to the November 1959 release of the film
Question: when was theme from a summer place released
Answer: ",correct
2934,alpaca-7b,natural_questions,when does i'm a celebrity get me out of here start in the uk,18 November 2018,2018,"Please answer the following question given the following passages:
- Title: I'm a Celebrity...Get Me Out of Here! (UK series 18)
I'm a Celebrity...Get Me Out of Here! (UK series 18) ""I'm a Celebrity...Get Me Out of Here!"" returned for its eighteenth series on 18 November 2018 on ITV, as confirmed by Ant & Dec at the end of the Coming Out show in December 2017. On 9 August 2018, Anthony McPartlin confirmed that he would not be presenting the then upcoming eighteenth series. On 29 August, it was confirmed that Holly Willoughby would host the eighteenth series with Donnelly whilst McPartlin took a year long break from television. The series opener was watched by just over 14 million people, giving
Question: when does i'm a celebrity get me out of here start in the uk
Answer: ",correct
2976,alpaca-7b,natural_questions,who played doctor smith in lost in space,Jonathan Harris,Jonathan Harris,"Please answer the following question given the following passages:
- Title: Lost in Space
are to be cryogenically frozen for the voyage, and they are set to be unfrozen when the spacecraft approaches its destination. Meanwhile, Dr. Zachary Smith (Jonathan Harris), Alpha Control's doctor, is revealed to be a saboteur on behalf of an unnamed nation. After disposing of a guard who catches him on board the spacecraft, Smith reprograms the ""Jupiter 2""s B-9 environmental control robot (voiced by Dick Tufeld) to destroy critical systems on the spaceship eight hours after launch. Smith, however, becomes trapped aboard at launch and his extra weight throws the ""Jupiter 2"" off course, causing it to encounter a
Question: who played doctor smith in lost in space
Answer: ",correct
2988,alpaca-7b,natural_questions,who did the united states fight in the war of 1812,The United States fought the United Kingdom in the War of 1812.,United Kingdom,"Please answer the following question given the following passages:
- Title: Colonial militia in Canada
the new units were organized within the British army, but charged wholly with the defence of their home colonies. Their professional presence also enhanced training for the citizen militia and established many traditions that continue to modern times. In 1812, with the United Kingdom engaged in Europe, the United States took the opportunity to declare war and launch another attempt to capture Canada and expand westward into Indian territories. While British redcoats did most of the fighting in the War of 1812, Canadian militia and allied Indian warriors proved to be a vital part of Canada's defence. The merit of
Question: who did the united states fight in the war of 1812
Answer: ",correct
3045,alpaca-7b,natural_questions,how many players in football hall of fame,3 former LSU football players have been inducted into the Pro Football Hall of Fame.,318/318 individuals,"Please answer the following question given the following passages:
- Title: LSU Tigers football
1994, the Southeastern Conference has annually honored one former football player from each of the member schools as an ""SEC Legend"". The LSU Tigers football team has had 318 players drafted into the National Football League (NFL). This includes 38 players taken in the first round and two overall number one picks: Billy Cannon in the 1960 NFL Draft and 1960 AFL Draft, and Jamarcus Russell in the 2007 NFL Draft. Three former LSU football players have been inducted into the Pro Football Hall of Fame. One former LSU player is a member of the Canadian Football Hall of Fame.
Question: how many players in football hall of fame
Answer: ",incorrect
3074,alpaca-7b,natural_questions,how many casinos are in atlantic city new jersey,"11 casinos are located in Atlantic City, New Jersey.",eleven/seven,"Please answer the following question given the following passages:
- Title: Atlantic City, New Jersey
after a 1974 referendum on legalized gambling failed to pass. Immediately after the legislation passed, the owners of the Chalfonte-Haddon Hall Hotel began converting it into the Resorts International. It was the first legal casino in the eastern United States when it opened on May 26, 1978. Other casinos were soon constructed along the Boardwalk and, later, in the marina district for a total of eleven today. The introduction of gambling did not, however, quickly eliminate many of the urban problems that plagued Atlantic City. Many people have suggested that it only served to exacerbate those problems, as attested to
Question: how many casinos are in atlantic city new jersey
Answer: ",correct
3088,alpaca-7b,natural_questions,when does the second half of vikings season 5 air,"The second half of Vikings season 5 will air on November 28, 2018.",2018/in 2018,"Please answer the following question given the following passages:
- Title: Vikings (season 5)
Vikings (season 5) The fifth season of the historical drama television series ""Vikings"" premiered on November 29, 2017 on History in Canada. The series broadly follows the exploits of the legendary Viking chieftain Ragnar Lothbrok and his crew, and later those of his sons. The first season of the series begins at the start of the Viking Age, marked by the Lindisfarne raid in 793. The fifth season consists of a double order of twenty episodes, split into two parts of ten episodes; the second half premiered on November 28, 2018. The premise of the fifth season differs from the
Question: when does the second half of vikings season 5 air
Answer: ",correct
3187,alpaca-7b,natural_questions,who is playing halftime show super bowl 2018,Justin Timberlake,Justin Timberlake,"Please answer the following question given the following passages:
- Title: Super Bowl LII halftime show
Super Bowl LII halftime show The Super Bowl LII Halftime Show (officially known as the Pepsi Super Bowl LII Halftime Show) took place on February 4, 2018 at U.S. Bank Stadium in Minneapolis, Minnesota, as part of Super Bowl LII. Justin Timberlake was the featured performer, as confirmed by the National Football League (NFL) on October 22, 2017. It was televised nationally by NBC. It received four nominations at the 70th Primetime Emmy Awards. The show began with Jimmy Fallon introducing Justin Timberlake, followed by a video screen depicting Timberlake performing ""Filthy"" in a club setting below the field level
Question: who is playing halftime show super bowl 2018
Answer: ",correct
3201,alpaca-7b,natural_questions,where does the movie road to perdition take place,"The movie Road to Perdition takes place in the fictional town of Perdition, Illinois, which is located on the banks of the Mississippi River. The town is modeled after the real-life city of Alton, Illinois.","Rock Island, Illinois/Chicago","Please answer the following question given the following passages:
- Title: LaSalle Street
view facing south down the canyon has been used in the movies ""The Untouchables"", ""Public Enemies"", """" and ""Road to Perdition"". The canyon was in the movie ""Ferris Bueller's Day Off"". LaSalle Street LaSalle Street is a major north-south street in Chicago named for Robert de La Salle, an early explorer of Illinois. The portion that runs through the Chicago Loop is considered to be Chicago's financial district. South of the Financial District, LaSalle Street gets cut off for a while by the Amtrak/Metra Rail yard from Taylor St to 1600 South. It runs parallel to the Rock Island District
Question: where does the movie road to perdition take place
Answer: ",correct
3217,alpaca-7b,natural_questions,who played the girl in silence of the lambs,"1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Sil",Masha Skorobogatov/Jodie Foster,"Please answer the following question given the following passages:
- Title: Clarice Starling
Clarice Starling Clarice M. Starling is a fictional character who appears in the novels ""The Silence of the Lambs"" and ""Hannibal"" by Thomas Harris. In the film adaptation of ""The Silence of the Lambs"", she was played by Jodie Foster, while in the film adaptation of ""Hannibal"", she was played by Julianne Moore. Clarice Starling, as portrayed by Foster, was ranked the sixth greatest protagonist in film history on AFI's ""100 Years...100 Heroes and Villains"", making her the highest-ranking heroine. In 1991, for her portrayal of Starling she also received the Academy Award for Best Actress. In ""The Silence of
Question: who played the girl in silence of the lambs
Answer: ",incorrect
3271,alpaca-7b,natural_questions,what awards did the curious case of benjamin button win,"2008 Academy Awards: Best Actor (Pitt), Best Actress in a Leading Role (Taraji P. Henson), Best Art Direction, Best Makeup, and Best Visual Effects.","Best Makeup, Best Visual Effects and Best Art Direction","Please answer the following question given the following passages:
- Title: The Curious Case of Benjamin Button (film)
Actor for Pitt, and Best Supporting Actress for Taraji P. Henson, and won three, for Best Art Direction, Best Makeup, and Best Visual Effects. In August 2005, elderly Daisy Fuller is on her deathbed in a New Orleans hospital as Hurricane Katrina approaches. She tells her daughter, Caroline, about a train station built in 1918 and the blind clockmaker, Mr. Gateau, who was hired to make a clock for it. When it was unveiled at the station, the public was surprised to see the clock running backwards. Mr. Gateau says he made it that way as a memorial, so that
Question: what awards did the curious case of benjamin button win
Answer: ",incorrect
3280,alpaca-7b,natural_questions,all of the states in the northeast region,"13 states - Maine, New Hampshire, Vermont, New York, Massachusetts, Connecticut, Rhode Island, New Jersey, Pennsylvania, Delaware, Maryland, West Virginia, and Virginia.","New Hampshire, Maine, Rhode Island, Pennsylvania, Vermont, New York, Connecticut, New Jersey and Massachusetts","Please answer the following question given the following passages:
- Title: Organization of the National Park Service
thirteen states – Maine, New Hampshire, Vermont, New York, Massachusetts, Connecticut, Rhode Island, New Jersey, Pennsylvania, Delaware, Maryland, West Virginia, and Virginia. It was created on October 1, 1995 by the consolidation of the North Atlantic and Mid-Atlantic Regions. Previously a Northeast Region existed (1962–1974) which ceased to exist when the Midwest Region, North Atlantic, and Mid-Atlantic regions were created. North Atlantic Region The North Atlantic Region consisted of 43 parks in eight states – Maine, New Hampshire, Vermont, New York, Massachusetts, Connecticut, Rhode Island, and New Jersey. It was established on November 30, 1973 with its headquarters in Boston,
Question: all of the states in the northeast region
Answer: ",incorrect
3321,alpaca-7b,natural_questions,who sings oh what a night late december back in 63,"The Four Seasons sing ""Oh, What a Night"" late December, 1963.",the Four Seasons,"Please answer the following question given the following passages:
- Title: December, 1963 (Oh, What a Night)
December, 1963 (Oh, What a Night) ""December, 1963 (Oh, What a Night)"" is a song by the Four Seasons, written by original Four Seasons keyboard player Bob Gaudio and his future wife Judy Parker, produced by Gaudio, and included on the group's album, ""Who Loves You"" (1975). The song features drummer Gerry Polci on lead vocals, with the usual lead Frankie Valli singing the bridge sections and backing vocals, and bass player Don Ciccone (former lead singer of The Critters) singing the falsetto part (""And I felt a rush like a rolling ball of thunder / Spinning my head around
Question: who sings oh what a night late december back in 63
Answer: ",correct
3347,alpaca-7b,natural_questions,where does the electron transport chain pumps protons,"The electron transport chain pumps protons from the mitochondrial matrix into the intermembrane space, creating an electrochemical proton gradient (ΔpH) across the inner mitochondrial membrane (IMM). This proton gradient is largely but not exclusively responsible for the mitochondrial membrane potential (ΔΨ). It allows ATP synthase to generate ATP.",mitochondrial membrane/across a membrane,"Please answer the following question given the following passages:
- Title: Electron transport chain
steps. A small percentage of electrons do not complete the whole series and instead directly leak to oxygen, resulting in the formation of the free-radical superoxide, a highly reactive molecule that contributes to oxidative stress and has been implicated in a number of diseases and aging. Energy obtained through the transfer of electrons down the ETC is used to pump protons from the mitochondrial matrix into the intermembrane space, creating an electrochemical proton gradient (ΔpH) across the inner mitochondrial membrane (IMM). This proton gradient is largely but not exclusively responsible for the mitochondrial membrane potential (ΔΨ). It allows ATP synthase
Question: where does the electron transport chain pumps protons
Answer: ",correct
3361,alpaca-7b,natural_questions,who is playing halftime show super bowl 50,"The Super Bowl 50 Halftime Show took place on February 7, 2016, at Levi's Stadium in Santa Clara, California as part of Super Bowl 50. It was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who previously had headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. Coldplay, Rihanna, and Katy Perry were considered as potential acts for the Super Bowl XLIX halftime show in 2015. Perry was soon confirmed as the headliner of the halftime show in October 2014. In late November, 2015, reports",Beyoncé/Coldplay/Bruno Mars/the British rock group Coldplay,"Please answer the following question given the following passages:
- Title: Super Bowl 50 halftime show
Super Bowl 50 halftime show The Super Bowl 50 Halftime Show took place on February 7, 2016, at Levi's Stadium in Santa Clara, California as part of Super Bowl 50. It was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who previously had headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. Coldplay, Rihanna, and Katy Perry were considered as potential acts for the Super Bowl XLIX halftime show in 2015. Perry was soon confirmed as the headliner of the halftime show in October 2014. In late November, 2015, reports
Question: who is playing halftime show super bowl 50
Answer: ",correct
3366,alpaca-7b,natural_questions,who coined the phrase let them eat cake,"The phrase ""let them eat cake"" is believed to have originated from a French proverb attributed to a great princess, which translates to ""Let them eat cake"".",Jean-Jacques Rousseau,"Please answer the following question given the following passages:
- Title: Let them eat cake
Let them eat cake ""Let them eat cake"" is the traditional translation of the French phrase """"Qu'ils mangent de la brioche"""", supposedly spoken by ""a great princess"" upon learning that the peasants had no bread. Since brioche was a luxury bread enriched with butter and eggs, the quotation would reflect the princess's disregard for the peasants, or her poor understanding of their situation. While the phrase is commonly attributed to Queen Marie Antoinette, there is no record of her having said it. It appears in book six of Jean-Jacques Rousseau's ""Confessions"", his autobiography (whose first six books were written in
Question: who coined the phrase let them eat cake
Answer: ",incorrect
3407,alpaca-7b,natural_questions,who is the head a in pretty little liars,Charlotte Drake,CeCe Drake,"Please answer the following question given the following passages:
- Title: Charlotte Drake
Charlotte Drake Charlotte Drake is a fictional character in ""Pretty Little Liars"", an American mystery drama television series based on the homonymous novel series written by Sara Shepard. Charlotte is a character that only appears in the television series and is portrayed by Vanessa Ray. The character is also featured in the ""Pretty Little Liars"" web series ""Pretty Dirty Secrets"". Charlotte was introduced in the third season using the pseudonym CeCe Drake. Acting as a best friend and mentor to Alison DiLaurentis, CeCe moved back to Rosewood two years after Alison's disappearance. Having stolen the game from Mona Vanderwaal, Drake
Question: who is the head a in pretty little liars
Answer: ",correct
3433,alpaca-7b,natural_questions,where did students for a democratic society start,"Students for a Democratic Society (SDS) was a political activist organization of students in the United States in the 1960s and early 1970s. It was founded in 1962 by student activists at the University of Michigan, and quickly became one of the largest and most influential of the New Left organizations. The group's primary activities were organizing protests and demonstrations, conducting workshops and seminars, and publishing the newspaper The SDS Bulletin.","Ann Arbor, Michigan","Please answer the following question given the following passages:
- Title: Ann Arbor Argus
Sinclair's radical White Panther Party and the Students for a Democratic Society. It was a member of the Underground Press Service and the Liberation News Service. It had no connection to the earlier 19th century Ann Arbor newspaper of the same name. Circulation in 1969 was reported at 14,000 copies. Ann Arbor Argus Ann Arbor Argus was a radical, counterculture biweekly underground newspaper published in Ann Arbor, Michigan, starting January 24, 1969, and lasting until mid-1971. It was founded and edited by underground journalist Ken Kelley (1949–2008), a 19-year-old University of Michigan student who lived at the Trans-Love Energies commune
Question: where did students for a democratic society start
Answer: ",correct
3445,alpaca-7b,natural_questions,what year did return of the mack come out,1996,18 March 1996/March 1996/1996,"Please answer the following question given the following passages:
- Title: Return of the Mack
Return of the Mack ""Return of the Mack"" is a song written and recorded by the British R&B singer Mark Morrison. It was released in the United Kingdom in March 1996 and topped the UK Singles Chart a month later. It reached the number-one spot on the UK Singles Chart in April 1996 and number 2 on the US ""Billboard"" Hot 100 in June 1997 for one week behind ""MMMBop"" by Hanson, and went Platinum. The song's beat is sampled from the song ""Genius of Love"" by American band Tom Tom Club. ""Games"" by Chuckii Booker was also sampled. CD
Question: what year did return of the mack come out
Answer: ",correct
3455,alpaca-7b,natural_questions,what kind of beast is the beast from beauty and the beast,"The Beast from Beauty and the Beast is a chimera, a creature composed of the body parts of multiple animals. He has the head structure and horns of a buffalo, the body of a bear, the legs and tail of a wolf, and the tusks of a wild boar.",a chimera,"Please answer the following question given the following passages:
- Title: Beast (Beauty and the Beast)
of a gorilla, tusks of a wild boar, legs and tail of a wolf, and body of a bear. However, he felt it important that the Beast's eyes remain human. In fear that Glen Keane would design the Beast to resemble voice actor Robby Benson, Walt Disney Studios chairman Jeffrey Katzenberg did not allow Keane to see Benson during production of the film. The Beast is not of any one species of animal, but a chimera (a mixture of several animals), who would probably be classified as a carnivore overall. He has the head structure and horns of a buffalo,
Question: what kind of beast is the beast from beauty and the beast
Answer: ",correct
3485,alpaca-7b,natural_questions,who won nfl football coach of the year,Sean McVay,Sean McVay,"Please answer the following question given the following passages:
- Title: Sean McVay
Sean McVay Sean McVay (born January 24, 1986) is an American football coach who is the head coach of the Los Angeles Rams of the National Football League (NFL). Upon his hiring in 2017 at the age of 30, he became the youngest head coach in modern NFL history. He was the offensive coordinator of the Washington Redskins from 2014 to 2016. He was named the AP NFL Coach of the Year in his first year of coaching, becoming the youngest person ever to win the award. Sean McVay was born in Dayton, Ohio, the son of Tim and Cindy
Question: who won nfl football coach of the year
Answer: ",correct
3510,alpaca-7b,natural_questions,who sang buddy can you spare a dime,Bing Crosby and Rudy Vallee.,Rudy Vallee/Bing Crosby,"Please answer the following question given the following passages:
- Title: Brother, Can You Spare a Dime?
The song became best known, however, through recordings by Bing Crosby and Rudy Vallee. They were released right before Franklin Delano Roosevelt's election to the presidency. The Brunswick Crosby recording made on October 25, 1932 with Lennie Hayton and his Orchestra became the best-selling record of its period, and came to be viewed as an anthem to the shattered dreams of the era. In the song a beggar talks back to the system that stole his job. Gorney said in an interview in 1974 ""I didn't want a song to depress people. I wanted to write a song to make
Question: who sang buddy can you spare a dime
Answer: ",correct
3535,alpaca-7b,natural_questions,who sang on great gig in the sky,Clare Torry,Clare Torry/Pink Floyd,"Please answer the following question given the following passages:
- Title: Clare Torry
2005 carry an additional credit ""Vocal composition by Clare Torry"" for the ""Great Gig in the Sky"" segment. In February 2006, Clare Torry released a CD ""Heaven in the Sky"", a collection of her early pop tunes from the 1960s and 1970s. Clare Torry Clare H. Torry (born 29 November 1947) is a British singer, best known for performing the wordless vocals on the song ""The Great Gig in the Sky"" by the group Pink Floyd on their 1973 album ""The Dark Side of the Moon"". She also covered the Dolly Parton single ""Love Is Like a Butterfly"" for the
Question: who sang on great gig in the sky
Answer: ",correct
