id,model_name,dataset,question,answer,ground_truth,prompt,human_verdict
5218,llama-2-7b-chat,hotpot_qa,Where is the 1999 British comedy-drama film starring Jimi Mistry set?,"The 1999 British comedy-drama film starring Jimi Mistry, ""East Is East,"" is set in Salford, Lancashire.","Salford, Lancashire","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Jimi Mistry
Jimi Mistry (born 1 January 1973) is an English actor, best known for his roles in ""EastEnders"" and ""Coronation Street"" as well as appearing in numerous films such as ""East Is East"", ""Blood Diamond"", ""The Guru"", ""Exam"", ""West is West"", ""Ella Enchanted"" and ""The Truth About Love"".
- Title: East Is East (1999 film)
East Is East is a 1999 British comedy-drama film written by Ayub Khan-Din and directed by Damien O'Donnell. It is set in Salford, Lancashire, in 1971, in a mixed-ethnicity British household headed by Pakistani father George (Om Puri) and an English mother, Ella (Linda Bassett).
Question: Where is the 1999 British comedy-drama film starring Jimi Mistry set?
[/INST]
Answer: ",correct
5504,llama-2-7b-chat,hotpot_qa,What Kenya-based company owns the Tusker beer brand?,"Based on the given passages, the Kenya-based company that owns the Tusker beer brand is East African Breweries Limited (EABL).",East African Breweries Limited,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Tusker (beer)
Tusker is a beer brand owned by East African Breweries, with over 700,000 hectolitres being sold in Kenya per year. It is also the largest African beer brand in the Diageo group. It is a 4.2% ABV pale lager. The beer's slogan """"Bia yangu, Nchi yangu"""" means ""My beer, My country"" in Swahili.
- Title: East African Breweries
East African Breweries Limited, commonly referred to as EABL, is a Kenya-based holding company that manufactures branded beer, spirits, and non-alcoholic beverages.
Question: What Kenya-based company owns the Tusker beer brand?
[/INST]
Answer: ",correct
5523,llama-2-7b-chat,hotpot_qa,The bomber who carried out a Provisional Irish Republican Army (IRA) assassination attempt against the top tier of the British government in 1984 was born in what year?,1951,1951,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Brighton hotel bombing
The Brighton hotel bombing was a Provisional Irish Republican Army (IRA) assassination attempt against the top tier of the British government in 1984 that occurred on 12 October 1984 at the Grand Brighton Hotel in Brighton, England. A long-delay time bomb was planted in the hotel by IRA member Patrick Magee, with the purpose of killing Prime Minister Margaret Thatcher and her cabinet, who were staying at the hotel for the Conservative Party conference. Although Thatcher narrowly escaped injury, five people were killed including a sitting Conservative MP, and 31 were injured.
- Title: Patrick Magee (Irish republican)
Patrick Joseph Magee (born 1951) is a former Provisional Irish Republican Army (IRA) Terrorist, best known for planting a bomb in the Brighton's Grand Hotel targeting Prime Minister Margaret Thatcher and her cabinet, which killed two men and three women. He is sometimes referred to as the ""Brighton bomber"".
Question: The bomber who carried out a Provisional Irish Republican Army (IRA) assassination attempt against the top tier of the British government in 1984 was born in what year?
[/INST]
Answer: ",correct
5614,llama-2-7b-chat,hotpot_qa,Was the Metropolitan Life Insurance Company Tower [Met Life Tower] or the 15 Hudson Yards building designed by the firm of Napoleon LeBrun & Sons?,"The answer is (B) 15 Hudson Yards.
Both passages mention the architectural firm of Napoleon LeBrun & Sons, but they refer to different buildings. Passage (A) is about the Metropolitan Life Insurance Company Tower, which was designed by Napoleon LeBrun & Sons. Passage (B) is about the 15 Hudson Yards building, which is currently under construction and is not designed by Napoleon LeBrun & Sons.",The Metropolitan Life Insurance Company Tower,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Metropolitan Life Insurance Company Tower
The Metropolitan Life Insurance Company Tower, colloquially known as the Met Life Tower, is a landmark skyscraper located on Madison Avenue near the intersection with East 23rd Street, across from Madison Square Park in Manhattan, New York City. Designed by the architectural firm of Napoleon LeBrun & Sons and built by the Hedden Construction Company, the tower is modeled after the Campanile in Venice, Italy. The hotel located in the clock tower portion of the building has the address 5 Madison Avenue, while the office building covering the rest of the block, occupied primarily by Credit Suisse, is referred to as 1 Madison Avenue.
- Title: Metropolitan Life Insurance Company Tower
The Metropolitan Life Insurance Company Tower, colloquially known as the Met Life Tower, is a landmark skyscraper located on Madison Avenue near the intersection with East 23rd Street, across from Madison Square Park in Manhattan, New York City. Designed by the architectural firm of Napoleon LeBrun & Sons and built by the Hedden Construction Company, the tower is modeled after the Campanile in Venice, Italy. The hotel located in the clock tower portion of the building has the address 5 Madison Avenue, while the office building covering the rest of the block, occupied primarily by Credit Suisse, is referred to as 1 Madison Avenue.
- Title: 15 Hudson Yards
15 Hudson Yards is a residential building currently under construction on Manhattan's West Side. Located in Chelsea near Hell's Kitchen Penn Station area, the building is a part of the Hudson Yards project, a plan to redevelop the Metropolitan Transportation Authority's West Side Yards. The tower started construction on December 4, 2014.
Question: Was the Metropolitan Life Insurance Company Tower [Met Life Tower] or the 15 Hudson Yards building designed by the firm of Napoleon LeBrun & Sons?
[/INST]
Answer: ",correct
5620,llama-2-7b-chat,hotpot_qa,The World War I Air Force pilot who has been credited with 80 air combat victories has been the subject of what forms of media?,"According to the passages provided, the World War I Air Force pilot who has been credited with 80 air combat victories, Manfred von Richthofen, has been the subject of the following forms of media:
* Books
* Films
* Other media","books, films and other media","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Red Baron in popular culture
Manfred von Richthofen, also known as the ""Red Baron"", was a fighter pilot with the German Air Force during World War I and one of the most famous aviators in history, as well as the subject of many books, films and other media. The following is a list of mentions of him in popular culture.
- Title: Manfred von Richthofen
Manfred Albrecht Freiherr von Richthofen (2 May 1892 – 21 April 1918), also known as the ""Red Baron"", was a fighter pilot with the German Air Force during World War I. He is considered the ace-of-aces of the war, being officially credited with 80 air combat victories.
Question: The World War I Air Force pilot who has been credited with 80 air combat victories has been the subject of what forms of media?
[/INST]
Answer: ",correct
5693,llama-2-7b-chat,hotpot_qa,Mexican Indignados Movement is a response to a war also known as?,The Mexican Indignados Movement is a response to the Mexican Drug War.,Mexican War on Drugs,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Mexican Indignados Movement
The Mexican Indignados Movement (""Movimiento por la Paz con Justicia y Dignidad"") is an ongoing protest movement that began on 28 March 2011 in response to the Mexican Drug War, government and corporate corruption, regressive economic policies, and growing economic inequality and poverty. The protests were called by Mexican poet Javier Sicilia in response to the death of his son in Cuernavaca. The protesters have called for an end to the Drug War, the legalization of drugs, and the removal of Mexican President Felipe Calderón. Protests have occurred in over 40 Mexican cities, including an estimated 50,000 in Cuernavaca and 20,000 in Mexico City.
- Title: Mexican Drug War
The Mexican Drug War (also known as the Mexican War on Drugs; Spanish: ""guerra contra el narcotráfico en México"" ) is the Mexican theater of the United States' War on Drugs, involving an ongoing low-intensity asymmetric war between the Mexican Government and various drug trafficking syndicates. Since 2006, when the Mexican military began to intervene, the government's principal goal has been to reduce the drug-related violence. The Mexican government has asserted that their primary focus is on dismantling the powerful drug cartels, rather than on preventing drug trafficking, which is left to U.S. functionaries.
Question: Mexican Indignados Movement is a response to a war also known as?
[/INST]
Answer: ",correct
5737,llama-2-7b-chat,hotpot_qa,What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?,"Albert Heijn started up Ahold, which eventually merged with the Delhaize Group in 2016 to form Ahold Delhaize.",Koninklijke Ahold N.V.,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Albert Heijn (born 1927)
Albert Heijn (Zaandam, 25 January 1927 – Hereford, 13 January 2011) was a Dutch entrepreneur, major stock holder and founder and chairman of the board of Ahold.
- Title: Ahold
Koninklijke Ahold N.V. was a Dutch international retailer based in Zaandam, Netherlands. It merged with Delhaize Group in 2016 to form Ahold Delhaize.
- Title: Ahold
Koninklijke Ahold N.V. was a Dutch international retailer based in Zaandam, Netherlands. It merged with Delhaize Group in 2016 to form Ahold Delhaize.
Question: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
[/INST]
Answer: ",incorrect
5780,llama-2-7b-chat,hotpot_qa,Which actor in The Lieutenant Wears Skirts is named Samuel?,"According to the passages provided, the actor named Samuel in The Lieutenant Wears Skirts is Tom Ewell.",Tom Ewell,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Lieutenant Wore Skirts
The Lieutenant Wore Skirts is a 1956 comedy film directed by Frank Tashlin and starring Tom Ewell, Sheree North, and Rita Moreno. It is a comedy about a man whose marriage begins to fail when his wife gets drafted.
- Title: Tom Ewell
Tom Ewell (born Samuel Yewell Tompkins, April 29, 1909 – September 12, 1994) was an American film, stage and television actor, and producer.
Question: Which actor in The Lieutenant Wears Skirts is named Samuel?
[/INST]
Answer: ",correct
5950,llama-2-7b-chat,hotpot_qa,"""Text Me Merry Christmas"" is a song performed by Kristen Bell and a group that originated at what univeristy?","Indiana University.
According to the passages provided, the group Straight No Chaser (SNC) originated at Indiana University in 1996. The song ""Text Me Merry Christmas"" is performed by Straight No Chaser and Kristen Bell, indicating that the group is responsible for the song's creation.",Indiana University,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Text Me Merry Christmas
""Text Me Merry Christmas"" is a song performed by Straight No Chaser and Kristen Bell. It was written by Adam Schlesinger and David Javerbaum. The song was released on November 17, 2014.
- Title: Straight No Chaser (group)
Straight No Chaser (SNC) is a professional a cappella group which originated in 1996 at Indiana University. In 2007, a 1998 video of ""The 12 Days of Christmas"", went viral with over 8 million views and subsequently led to a five-album record deal with Atlantic Records in 2008. The YouTube video has been viewed over 20 million times.
Question: ""Text Me Merry Christmas"" is a song performed by Kristen Bell and a group that originated at what univeristy?
[/INST]
Answer: ",correct
6074,llama-2-7b-chat,hotpot_qa,Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,"40 members.
According to the passages provided, the Florida Senate has 40 members, and Ken Pruitt was a Republican member of the Florida Senate. Therefore, the answer to the question is 40 members.",40 members,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Ken Pruitt
Ken Pruitt (born January 24, 1957) was a Republican member of the Florida Senate, representing the 28th District from 2000 to 2009. His district includes portions of Indian River, Martin, Okeechobee, Palm Beach and St. Lucie Counties. He was previously a member of the Florida House of Representatives from 1990 through 2000.
- Title: Florida Senate
The Florida Senate is the upper house of the legislature of the U.S. state of Florida. Along with the House of Representatives, it composes the Florida Legislature. The Senate has 40 members, each elected from a single-member district with a population of about 470,000. The Senate meets at the State Capitol in Tallahassee.
- Title: Florida Senate
The Florida Senate is the upper house of the legislature of the U.S. state of Florida. Along with the House of Representatives, it composes the Florida Legislature. The Senate has 40 members, each elected from a single-member district with a population of about 470,000. The Senate meets at the State Capitol in Tallahassee.
Question: Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?
[/INST]
Answer: ",correct
6086,llama-2-7b-chat,hotpot_qa,Who is both an Austrialian-born British independent filmaker and is known for his work  with the YouTube series THE PERIODIC TABLE OF VIDEOS?,Brady Haran,Brady Haran,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Periodic Table of Videos
The Periodic Table of Videos is a series of videos about chemical elements and the periodic table. They are published on YouTube and produced by Brady Haran, a former BBC video journalist, featuring Sir Martyn Poliakoff (""The Professor""), Peter Licence, Stephen Liddle, Debbie Kays, Neil Barnes, Sam Tang and others at the University of Nottingham.
- Title: The Periodic Table of Videos
The Periodic Table of Videos is a series of videos about chemical elements and the periodic table. They are published on YouTube and produced by Brady Haran, a former BBC video journalist, featuring Sir Martyn Poliakoff (""The Professor""), Peter Licence, Stephen Liddle, Debbie Kays, Neil Barnes, Sam Tang and others at the University of Nottingham.
- Title: Brady Haran
Brady John Haran ( , born 18 June 1976) is an Australian-born British independent filmmaker and video journalist who is known for his educational videos and documentary films produced for BBC News and also for his YouTube channels, the most notable being ""Periodic Videos"" and ""Numberphile"". Haran is also the co-host of the ""Hello Internet"" podcast along with fellow YouTuber CGP Grey. On August 22, 2017, Haran launched a new podcast called ""The Unmade Podcast"".
Question: Who is both an Austrialian-born British independent filmaker and is known for his work  with the YouTube series THE PERIODIC TABLE OF VIDEOS?
[/INST]
Answer: ",correct
6205,llama-2-7b-chat,hotpot_qa,What type of vegetation does Tabernaemontana and Crinum have in common?,Both Tabernaemontana and Crinum are flowering plants.,plants,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Tabernaemontana
Tabernaemontana is a genus of flowering plants in the family Apocynaceae. It has a pan-tropical distribution, found in Asia, Africa, Australia, North America, South America, and a wide assortment of oceanic islands. These plants are shrubs and small trees growing to 1–15 m tall. The leaves are evergreen, opposite, 3–25 cm long, with milky sap; hence it is one of the diverse plant genera commonly called ""milkwood"". The flowers are fragrant, white, 1–5 cm in diameter.
- Title: Crinum
Crinum is a genus of about 180 species of perennial plants that have large showy flowers on leafless stems, and develop from bulbs. They are found in seasonally moist areas, including marshes, swamps, depressions and along the sides of streams and lakes in tropical and subtropical areas worldwide.
Question: What type of vegetation does Tabernaemontana and Crinum have in common?
[/INST]
Answer: ",incorrect
6223,llama-2-7b-chat,hotpot_qa,How many women in total competed at the Asian Games the year Lee Young-Sun achieved her personal best throw of 58.87 metres?,179 women competed in athletics at the 2002 Asian Games.,179 women,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Lee Young-sun
Lee Young-Sun (born 21 February 1974) is a retired female javelin thrower from South Korea. Her personal best throw is 58.87 metres, achieved at the 2002 Asian Games in Busan.
- Title: Athletics at the 2002 Asian Games
Athletics was contested from October 7 to October 14 at the 2002 Asian Games in Busan Asiad Main Stadium, Busan, South Korea. A total of 460 athletes (comprising 281 men and 179 women) from 39 nations took part in the competition. Afghanistan, Bhutan, Brunei, Laos and Maldives were the only nations without a representative in the events.
Question: How many women in total competed at the Asian Games the year Lee Young-Sun achieved her personal best throw of 58.87 metres?
[/INST]
Answer: ",correct
6279,llama-2-7b-chat,hotpot_qa,The Voyage is a wooden roller coaster located at a theme park divided into how many sections ?,"4 sections.
According to the passages provided, Holiday World & Splashin' Safari is divided into four sections that celebrate different holidays: Christmas, Halloween, Thanksgiving, and the Fourth of July.",four sections,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The Voyage (roller coaster)
The Voyage is a wooden roller coaster located at Holiday World & Splashin' Safari in Santa Claus, Indiana. It opened to the public on May 6, 2006. Designed and built by The Gravity Group with the help of designers Mike Graham, Korey Kiepert, Larry Bill, Chad Miller, and former park President Will Koch, the roller coaster is themed to the famous voyage of the ""Mayflower"" by Pilgrims to North America in 1620.
- Title: Holiday World &amp; Splashin' Safari
Holiday World & Splashin' Safari (known as Santa Claus Land prior to 1984) is a combination theme park and water park located near Interstate 64 and U.S. 231 in Santa Claus, Indiana, United States. The theme park is divided into four sections that celebrate Christmas, Halloween, Thanksgiving and the Fourth of July with rides, live entertainment, games, and attractions. Holiday World is known for its three wooden roller coasters: ""The Raven"", ""The Legend"", and ""The Voyage"", as well as for ""Thunderbird"", a B&M launched Wing Coaster and The Howler. The safari-themed water park includes the world's two longest water coasters: ""Wildebeest"" and ""Mammoth"", numerous family raft rides and water slides, two wave pools, a lazy river, two family ""tipping bucket"" water-play attractions, plus dedicated children's slides and play areas.
Question: The Voyage is a wooden roller coaster located at a theme park divided into how many sections ?
[/INST]
Answer: ",correct
6366,llama-2-7b-chat,hotpot_qa,"Which documentary film was created first, The End of Suburbia or Super High Me?","The End of Suburbia was created first.
According to the passage, The End of Suburbia was released in 2004, while Super High Me was released in 2008. Therefore, The End of Suburbia was created before Super High Me.",The End of Suburbia,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: The End of Suburbia
The End of Suburbia: Oil Depletion and the Collapse of The American Dream is a 2004 documentary film concerning peak oil and its implications for the suburban lifestyle, written and directed by Toronto-based filmmaker Gregory Greene.
- Title: Super High Me
Super High Me is a 2008 documentary film about the effects of smoking cannabis for 30 days. The documentary stars comedian Doug Benson. The documentary's name and its poster are plays on the 2004 documentary ""Super Size Me"".
Question: Which documentary film was created first, The End of Suburbia or Super High Me?
[/INST]
Answer: ",correct
6484,llama-2-7b-chat,hotpot_qa,Who was an American senior operations officer for the Central Intelligence Agency for 30 years and worked for Eclipse Group?,Duane Clarridge,"Duane ""Dewy"" Clarridge","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Eclipse Group
Eclipse Group was a private intelligence agency run by former CIA officer Duane ""Dewy"" Clarridge, who was also the founding director of the CIA Counterterrorist Center. Until May 2010, Eclipse Group received funding from the US Government; it then relied on private donors. As of 2011, its operations include obtaining information related to the politics of Afghanistan and the AfPak region.
- Title: Duane Clarridge
Duane Ramsdell ""Dewey"" Clarridge (April 16, 1932 – April 9, 2016) was an American senior operations officer for the Central Intelligence Agency (CIA) and supervisor for more than 30 years. Clarridge was the chief of the Latin American division from 1981 to 1987 and a key figure in the Iran-Contra Affair.
Question: Who was an American senior operations officer for the Central Intelligence Agency for 30 years and worked for Eclipse Group?
[/INST]
Answer: ",correct
6546,llama-2-7b-chat,hotpot_qa,Were Guillermo Cabrera Infante and Guillaume Apollinaire of the same nationality?,"No, Guillermo Cabrera Infante and Guillaume Apollinaire were not of the same nationality.
Guillermo Cabrera Infante was a Cuban novelist, essayist, translator, screenwriter, and critic, as stated in the passage.
Guillaume Apollinaire, on the other hand, was a French poet, playwright, short story writer, novelist, and art critic of Polish descent, as stated in the passage.",no,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Guillermo Cabrera Infante
Guillermo Cabrera Infante (] ; Gibara, 22 April 1929 – 21 February 2005) was a Cuban novelist, essayist, translator, screenwriter, and critic; in the 1950s he used the pseudonym G. Caín.
- Title: Guillaume Apollinaire
Guillaume Apollinaire (] ; 26 August 1880 – 9 November 1918) was a French poet, playwright, short story writer, novelist, and art critic of Polish descent.
Question: Were Guillermo Cabrera Infante and Guillaume Apollinaire of the same nationality?
[/INST]
Answer: ",correct
6554,llama-2-7b-chat,hotpot_qa,What is the population of the city where the Akademisches Kunstmuseum is?,"300,000
According to the passage, the city where the Akademisches Kunstmuseum is located has a population of over 300,000.","300,000","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Akademisches Kunstmuseum
Akademisches Kunstmuseum (English:Academic Art Museum) is an art museum in Bonn, Germany. It is the oldest museum in Bonn and houses the antique collection of the University of Bonn with more than 500 antique statues and reliefs, and over 2,000 originals. It is located in a neoclassical building at the southern end of the Hofgarten, near the Electoral Palace.
- Title: Bonn
The Federal City of Bonn (] ) is a city on the banks of the Rhine in the German state of North Rhine-Westphalia, with a population of over 300,000. About 24 km south-southeast of Cologne, Bonn is in the southernmost part of the Rhine-Ruhr region, Germany's largest metropolitan area, with over 11 million inhabitants.
Question: What is the population of the city where the Akademisches Kunstmuseum is?
[/INST]
Answer: ",correct
6606,llama-2-7b-chat,hotpot_qa,What movement was the the person referred to as Mumia part of?,"According to the passages provided, the person referred to as Mumia was part of the Black Panther Party.",black nationalism,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Mumia (disambiguation)
Mumia most commonly refers to Mumia Abu-Jamal (born 1954), a convicted murderer.
- Title: Mumia Abu-Jamal
Mumia Abu-Jamal (born Wesley Cook; April 24, 1954) is a convicted murderer, American activist and journalist who became involved in black nationalism in his youth and was a member of the Black Panther Party until October 1970. He left the party and became a radio reporter, eventually becoming president of the Philadelphia Association of Black Journalists. He was convicted and sentenced to death in 1982 for the murder of Philadelphia police officer Daniel Faulkner. After numerous appeals, his sentence was commuted in 2001 to life imprisonment without parole.
Question: What movement was the the person referred to as Mumia part of?
[/INST]
Answer: ",correct
6610,llama-2-7b-chat,hotpot_qa,What is the main nickname of the professional association football club where Ewan Fenton spent thirteen seasons?,"The main nickname of the professional association football club where Ewan Fenton spent thirteen seasons is ""the Seasiders"".","""the Seasiders""","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Ewan Fenton
Alexander Ewan Fenton, more commonly known as Ewan Fenton (17 November 1929 – 3 April 2006) was a Scottish professional footballer. He spent thirteen seasons at Blackpool, with whom he was victorious in the famous FA Cup Final of 1953.
- Title: Blackpool F.C.
Blackpool Football Club is a professional association football club based in the seaside town of Blackpool, Lancashire, England. For the 2017–18 season, they are competing in League One, the third tier of English football. Founded in 1887, Blackpool's home ground has been Bloomfield Road since 1901. Their main nickname is ""the Seasiders"", but they are also called ""the 'Pool"" and ""the Tangerines"", the last in reference to the colour of their home kit, which is often referred to as orange (but really tangerine).
- Title: Blackpool F.C.
Blackpool Football Club is a professional association football club based in the seaside town of Blackpool, Lancashire, England. For the 2017–18 season, they are competing in League One, the third tier of English football. Founded in 1887, Blackpool's home ground has been Bloomfield Road since 1901. Their main nickname is ""the Seasiders"", but they are also called ""the 'Pool"" and ""the Tangerines"", the last in reference to the colour of their home kit, which is often referred to as orange (but really tangerine).
- Title: Blackpool F.C.
Blackpool Football Club is a professional association football club based in the seaside town of Blackpool, Lancashire, England. For the 2017–18 season, they are competing in League One, the third tier of English football. Founded in 1887, Blackpool's home ground has been Bloomfield Road since 1901. Their main nickname is ""the Seasiders"", but they are also called ""the 'Pool"" and ""the Tangerines"", the last in reference to the colour of their home kit, which is often referred to as orange (but really tangerine).
Question: What is the main nickname of the professional association football club where Ewan Fenton spent thirteen seasons?
[/INST]
Answer: ",correct
6696,llama-2-7b-chat,hotpot_qa,Cudjoe Kazoola Lewis was brought illegally to the United States on board a ship that was how many feet long?,"86 feet.
According to the passage, the ship Clotilde was 86 feet long.",86 ft,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Cudjoe Lewis
Cudjoe Kazoola Lewis (c. 1840 – 1935), or Cudjo Lewis, was the last known survivor of the Atlantic slave trade between Africa and the United States. Together with 115 other captives, he was brought illegally to the United States on board the ship ""Clotilde"" in 1860. They were landed in the backwaters near Mobile, Alabama and hidden from authorities. The ship was scuttled to evade discovery.
- Title: Clotilde (slave ship)
The schooner Clotilde (or Clotilda) was the last known U.S. slave ship to bring captives from Africa to the United States, arriving at Mobile Bay in autumn 1859 (some sources give the date as July 9, 1860), with 110-160 slaves. The ship was a two-masted schooner, 86 ft long with a beam of 23 ft . The vessel was burned and scuttled at Mobile Bay, soon after. The sponsors had arranged to buy slaves in Whydah, Dahomey on May 15, 1859.
Question: Cudjoe Kazoola Lewis was brought illegally to the United States on board a ship that was how many feet long?
[/INST]
Answer: ",correct
6715,llama-2-7b-chat,hotpot_qa,"Which director, Christopher Guest or Elem Klimov, is known for writing, directing and starring in his movies?","Christopher Guest is known for writing, directing, and starring in his movies.",Christopher Guest,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Christopher Guest
Christopher Haden-Guest, 5th Baron Haden-Guest (born February 5, 1948), simply known as Christopher Guest, is an English-American screenwriter, composer, musician, director, actor, and comedian who holds dual British and American citizenship. Guest is most widely known in Hollywood for having written, directed and starred in his series of comedy films shot in mock-documentary (mockumentary) style. Many scenes and character backgrounds in Guest's films are written and directed, although actors have no rehearsal time and the ensemble improvise scenes while filming them. The series of films began with ""This Is Spinal Tap"" (directed by Rob Reiner), and continued with ""Waiting for Guffman"", ""Best In Show"", ""A Mighty Wind"", ""For Your Consideration"", and ""Mascots"".
- Title: Christopher Guest
Christopher Haden-Guest, 5th Baron Haden-Guest (born February 5, 1948), simply known as Christopher Guest, is an English-American screenwriter, composer, musician, director, actor, and comedian who holds dual British and American citizenship. Guest is most widely known in Hollywood for having written, directed and starred in his series of comedy films shot in mock-documentary (mockumentary) style. Many scenes and character backgrounds in Guest's films are written and directed, although actors have no rehearsal time and the ensemble improvise scenes while filming them. The series of films began with ""This Is Spinal Tap"" (directed by Rob Reiner), and continued with ""Waiting for Guffman"", ""Best In Show"", ""A Mighty Wind"", ""For Your Consideration"", and ""Mascots"".
- Title: Elem Klimov
Elem Germanovich Klimov (Russian: Эле́м Ге́рманович Кли́мов ; 9 July 1933 – 26 October 2003) was a Soviet Russian film director. He studied at VGIK, and was married to film director Larisa Shepitko. Klimov is best known in the West for his final film, 1985's ""Come and See"" (""Иди и смотри""), which follows a teenage boy in German-occupied Belarus during the German-Soviet War and is often considered one of the greatest war films ever made. He also directed dark comedies, children's movies, and historical pictures.
Question: Which director, Christopher Guest or Elem Klimov, is known for writing, directing and starring in his movies?
[/INST]
Answer: ",correct
6831,llama-2-7b-chat,hotpot_qa,Where is the home of the common party princess voiced by Idina Menzel?,"According to the passages provided, the home of the common party princess voiced by Idina Menzel is in upper-middle-class or upper-class areas, specifically in Beverly Hills and North Hollywood.",Arendelle,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Party princess
Party Princess is a term associated with a person who entertains children at birthday parties, often dressed as different Disney characters. The most common party princesses costumes are Elsa, Cinderella, Sleeping Beauty and The Little Mermaid. Party princesses generally perform at private birthday parties for young girls - they sing, dance and play with the girls, all-while maintaining a party theme based on the character they're dressed up as. Party princesses are most common in upper-middle-class and upper class areas and are a common sight in Beverly Hills and North Hollywood.
- Title: Elsa (Disney)
Queen Elsa of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film ""Frozen"". She is voiced primarily by Broadway actress and singer Idina Menzel. At the beginning of the film, she is voiced by Eva Bella as a young child and by Spencer Lacey Ganus as a teenager.
- Title: Elsa (Disney)
Queen Elsa of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film ""Frozen"". She is voiced primarily by Broadway actress and singer Idina Menzel. At the beginning of the film, she is voiced by Eva Bella as a young child and by Spencer Lacey Ganus as a teenager.
Question: Where is the home of the common party princess voiced by Idina Menzel?
[/INST]
Answer: ",incorrect
6930,llama-2-7b-chat,hotpot_qa,At what theater is the composer and lyricist for the musical Big Fish a residential artist?,"According to the passage, the composer and lyricist for the musical Big Fish, Andrew Lippa, is a resident artist at the Ars Nova Theater in New York City.",Ars Nova Theater,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Big Fish (musical)
Big Fish is a musical with music and lyrics by Andrew Lippa and a book by John August. It is based on Daniel Wallace’s 1998 novel, """", and the 2003 film ""Big Fish"" written by August and directed by Tim Burton.
- Title: Andrew Lippa
Andrew Lippa (December 22, 1964) is an American composer, lyricist, book writer, performer, and producer. He is a resident artist at the Ars Nova Theater in New York City.
Question: At what theater is the composer and lyricist for the musical Big Fish a residential artist?
[/INST]
Answer: ",correct
